ID,Name,Surname,Category,Interests,Mentor_ID,Rating
246,Yusuf,Karaduman,Teknoloji,"Bulut Bilişim ve Büyük Veri, Siber Güvenlik, Web Geliştirme",23367,5
247,Ayşe,Demir,Hukuk,"İdare Hukuku ve Vergilendirme, Medeni Hukuk ve Aile Hukuku, Gayrimenkul ve Emlak Hukuku",39564,1
248,Emre,Öztürk,Spor,"Bisiklet, Yüzme, Pilates",26471,3
249,Fatma,Öztürk,Sağlık,"Meditasyon, Yoga, Diyet",22865,2
250,Elif,Kaya,Teknoloji,"Veri Bilimi ve Analitik, İnternet of Things (IoT), Web Geliştirme",25459,1
251,Emre,Çelik,Edebiyat,"Çocuk Edebiyatı, Tiyatro, Felsefe",22800,5
252,Mehmet,Öztürk,Sağlık,"Bitkisel Tedaviler, Meditasyon, Yoga",28131,1
253,Seda,Yılmaz,Mimar,"Ofis Yapıları, Restorasyon, Yapı Teknolojileri ve Malzemeler",22569,5
254,Yusuf,Kılıç,Hukuk,"Uluslararası Hukuk ve Diplomasi, Çevre Hukuku ve Enerji Hukuku, İdare Hukuku ve Vergilendirme",37183,5
255,Ahmet,Demir,Teknoloji,"Otomasyon ve Robotik, Bulut Bilişim ve Büyük Veri, Yapay Zeka ve Makine Öğrenimi",20190,3
256,Seda,Aydın,Yemek,"Geleneksel Mutfaklar, Moleküler Gastronomi, Izgara Yemekler",35502,2
257,Seda,Yıldız,Yemek,"İtalyan Mutfağı, Deniz Ürünleri, Vejetaryen Mutfak",22017,4
258,Fatma,Kaya,Teknoloji,"Oyun Geliştirme, Web Geliştirme, Veri Bilimi ve Analitik",23232,3
259,Fatma,Yıldız,Hukuk,"İş Hukuku ve İşçi Hakları, İdare Hukuku ve Vergilendirme, Çevre Hukuku ve Enerji Hukuku",30312,2
260,Mehmet,Aydın,Spor,"Yüzme, Basketbol, Pilates",33624,3
261,Yusuf,Yıldız,Edebiyat,"Fantastik Kurgu, Makale, Drama",39612,1
262,Yusuf,Kaya,Mimar,"Peyzaj Tasarımı, Yeşil Bina ve Sürdürülebilirlik, Ulaşım ve Altyapı Tasarımı",25665,5
263,Fatma,Kaya,Müzik,"Metal Müzik, Halk Müziği, Rock Müzik",27400,4
264,Ahmet,Karaduman,Yemek,"Geleneksel Mutfaklar, Vejetaryen Mutfak, Moleküler Gastronomi",28314,4
265,Yusuf,Kılıç,Hukuk,"İdare Hukuku ve Vergilendirme, Anayasa Hukuku ve İnsan Hakları, Medeni Hukuk ve Aile Hukuku",29991,1
266,Ahmet,Yıldız,Mimar,"Restorasyon, Endüstriyel Tasarım, Ulaşım ve Altyapı Tasarımı",23740,1
267,Ali,Yıldız,Spor,"Futbol, Voleybol, Yoga",37493,2
268,Mehmet,Demir,Sağlık,"Yoga, Bitkisel Tedaviler, Diyet",34097,2
269,Ahmet,Demir,Hukuk,"Uluslararası Hukuk ve Diplomasi, Fikri Mülkiyet Hukuku, Çevre Hukuku ve Enerji Hukuku",36356,3
270,Seda,Aydın,Edebiyat,"Drama, Biyografi, Şiir",39384,4
271,Veli,Demir,Sanat,"Dans ve Performans Sanatları, Tiyatro ve Drama, Film Yapımı ve Sinematografi",30815,5
272,Mehmet,Demir,Müzik,"Elektronik Müzik, Rap, Metal Müzik",25552,5
273,Mehmet,Şahin,Sanat,"Resim ve Çizim, Grafik Tasarım, Fotoğrafçılık",26014,5
274,Ahmet,Yıldız,Edebiyat,"Drama, Felsefe, Tarih",27732,2
275,Mehmet,Demir,Sanat,"Resim ve Çizim, Grafik Tasarım, Film Yapımı ve Sinematografi",37708,1
276,Seda,Kaya,Hukuk,"Çevre Hukuku ve Enerji Hukuku, Anayasa Hukuku ve İnsan Hakları, Ceza Hukuku ve Adli Yargı",25043,1
277,Fatma,Kılıç,Yemek,"Fransız Mutfağı, Geleneksel Mutfaklar, Tatlı",22210,3
278,Ayşe,Çelik,Yemek,"İtalyan Mutfağı, Geleneksel Mutfaklar, Tatlı",39144,1
279,Fatma,Aydın,Mimar,"Peyzaj Tasarımı, Parklar, İç Mekan Tasarımı",25978,2
280,Seda,Kaya,Yemek,"Izgara Yemekler, Moleküler Gastronomi, Deniz Ürünleri",29092,2
281,Veli,Kaya,Teknoloji,"Mobil Uygulama Geliştirme, Web Geliştirme, Otomasyon ve Robotik",25022,4
282,Elif,Demir,Sağlık,"Bitkisel Tedaviler, Yoga, Meditasyon",31825,5
283,Ali,Yıldız,Teknoloji,"Web Geliştirme, Yazılım Geliştirme, Mobil Uygulama Geliştirme",34305,3
284,Ahmet,Karaduman,Mimar,"Yeşil Bina ve Sürdürülebilirlik, Mimari Teori ve Eleştiri, Restorasyon",22010,5
285,Seda,Yıldız,Müzik,"Elektronik Müzik, Rock Müzik, Halk Müziği",28715,3
286,Fatma,Demir,Yemek,"Geleneksel Mutfaklar, Kafein Kültürü, Moleküler Gastronomi",22244,4
287,Elif,Aydın,Teknoloji,"Otomasyon ve Robotik, Oyun Geliştirme, Siber Güvenlik",34580,4
288,Ayşe,Kaya,Müzik,"Halk Müziği, Metal Müzik, Klasik Müzik",23265,4
289,Yusuf,Öztürk,Sanat,"Grafik Tasarım, Resim ve Çizim, Moda Tasarımı",27368,3
290,Ahmet,Karaduman,Sağlık,"Diyet, Meditasyon, Psikoloji",26425,3
291,Mehmet,Aydın,Spor,"Pilates, Yüzme, Basketbol",26406,5
292,Seda,Yılmaz,Teknoloji,"Veri Bilimi ve Analitik, Web Geliştirme, Bulut Bilişim ve Büyük Veri",20046,2
293,Ali,Öztürk,Sağlık,"Psikoloji, Bitkisel Tedaviler, Diyet",31293,4
294,Seda,Demir,Teknoloji,"İnternet of Things (IoT), Mobil Uygulama Geliştirme, Yazılım Geliştirme",31695,4
295,Emre,Aydın,Teknoloji,"Yapay Zeka ve Makine Öğrenimi, Web Geliştirme, Otomasyon ve Robotik",27381,4
296,Ayşe,Kılıç,Edebiyat,"Drama, Şiir, Tarih",24902,3
297,Seda,Öztürk,Sağlık,"Yoga, Bitkisel Tedaviler, Diyet",22832,3
298,Ayşe,Öztürk,Mimar,"Endüstriyel Tasarım, Ulaşım ve Altyapı Tasarımı, İç Mekan Tasarımı",37005,1
299,Ali,Kaya,Sağlık,"Yoga, Psikoloji, Diyet",24518,2
300,Ahmet,Kılıç,Müzik,"Klasik Müzik, Halk Müziği, Pop Müzik",20519,5
301,Seda,Kaya,Spor,"Tenis, Bisiklet, Basketbol",21018,1
302,Yusuf,Şahin,Mimar,"Yapı Teknolojileri ve Malzemeler, Mimari Teori ve Eleştiri, Ofis Yapıları",24063,5
303,Ahmet,Karaduman,Teknoloji,"Otomasyon ve Robotik, Oyun Geliştirme, Web Geliştirme",25330,5
304,Seda,Yılmaz,Müzik,"Metal Müzik, Rap, Elektronik Müzik",23112,2
305,Emre,Aydın,Yemek,"Moleküler Gastronomi, Vejetaryen Mutfak, Izgara Yemekler",24142,4
306,Ali,Aydın,Mimar,"Ofis Yapıları, Peyzaj Tasarımı, Yeşil Bina ve Sürdürülebilirlik",32649,2
307,Ali,Çelik,Spor,"Tenis, Yoga, Pilates",22555,2
308,Ahmet,Karaduman,Müzik,"Jazz Müzik, Klasik Müzik, Rock Müzik",20720,4
309,Elif,Yılmaz,Mimar,"Ulaşım ve Altyapı Tasarımı, Endüstriyel Tasarım, Yapı Teknolojileri ve Malzemeler",33140,4
310,Mehmet,Kaya,Edebiyat,"Tiyatro, Felsefe, Biyografi",23502,1
311,Ayşe,Çelik,Hukuk,"Çevre Hukuku ve Enerji Hukuku, Anayasa Hukuku ve İnsan Hakları, Ceza Hukuku ve Adli Yargı",22161,4
312,Yusuf,Aydın,Yemek,"Geleneksel Mutfaklar, Moleküler Gastronomi, Kafein Kültürü",29174,2
313,Ahmet,Demir,Hukuk,"Ceza Hukuku ve Adli Yargı, Anayasa Hukuku ve İnsan Hakları, Ticaret ve Şirket Hukuku",20188,5
314,Fatma,Kaya,Yemek,"Geleneksel Mutfaklar, Moleküler Gastronomi, Deniz Ürünleri",30276,2
315,Emre,Aydın,Sağlık,"Yoga, Psikoloji, Bitkisel Tedaviler",20192,1
316,Ali,Karaduman,Yemek,"Kafein Kültürü, İtalyan Mutfağı, Izgara Yemekler",25251,3
317,Ahmet,Yılmaz,Sanat,"Grafik Tasarım, Moda Tasarımı, Tiyatro ve Drama",32892,3
318,Emre,Aydın,Mimar,"Ulaşım ve Altyapı Tasarımı, Yeşil Bina ve Sürdürülebilirlik, Endüstriyel Tasarım",27484,2
319,Ali,Aydın,Hukuk,"Anayasa Hukuku ve İnsan Hakları, İdare Hukuku ve Vergilendirme, Fikri Mülkiyet Hukuku",20537,5
320,Fatma,Demir,Spor,"Yamaç Paraşütü, Yoga, Bisiklet",32419,2
321,Ayşe,Karaduman,Sağlık,"Psikoloji, Diyet, Bitkisel Tedaviler",28969,5
322,Fatma,Yılmaz,Sağlık,"Meditasyon, Psikoloji, Bitkisel Tedaviler",38177,4
323,Yusuf,Aydın,Müzik,"Halk Müziği, Rap, Metal Müzik",35635,5
324,Fatma,Kılıç,Hukuk,"Fikri Mülkiyet Hukuku, Gayrimenkul ve Emlak Hukuku, Ceza Hukuku ve Adli Yargı",34148,4
325,Ayşe,Yıldız,Sanat,"Fotoğrafçılık, Tiyatro ve Drama, Moda Tasarımı",24893,1
326,Yusuf,Öztürk,Mimar,"Restorasyon, Yeşil Bina ve Sürdürülebilirlik, Endüstriyel Tasarım",33973,5
327,Mehmet,Şahin,Sanat,"Moda Tasarımı, Film Yapımı ve Sinematografi, Dans ve Performans Sanatları",22702,4
328,Ayşe,Şahin,Müzik,"Klasik Müzik, Rap, Elektronik Müzik",37652,1
329,Yusuf,Şahin,Mimar,"İç Mekan Tasarımı, Parklar, Ulaşım ve Altyapı Tasarımı",32304,4
330,Elif,Yılmaz,Mimar,"Ofis Yapıları, Endüstriyel Tasarım, Mimari Teori ve Eleştiri",39452,4
331,Fatma,Yılmaz,Mimar,"Parklar, Ofis Yapıları, Endüstriyel Tasarım",24333,5
332,Mehmet,Yılmaz,Müzik,"Klasik Müzik, Pop Müzik, Metal Müzik",32496,3
333,Fatma,Şahin,Spor,"Yamaç Paraşütü, Fitness, Yoga",24300,3
334,Elif,Yılmaz,Hukuk,"Ticaret ve Şirket Hukuku, İş Hukuku ve İşçi Hakları, Medeni Hukuk ve Aile Hukuku",39960,4
335,Seda,Şahin,Sağlık,"Bitkisel Tedaviler, Diyet, Meditasyon",36512,4
336,Elif,Öztürk,Hukuk,"Uluslararası Hukuk ve Diplomasi, Fikri Mülkiyet Hukuku, Ticaret ve Şirket Hukuku",24044,3
337,Mehmet,Aydın,Edebiyat,"Deneme, Makale, Bilim Kurgu",39116,2
338,Elif,Çelik,Sanat,"Dans ve Performans Sanatları, Moda Tasarımı, Fotoğrafçılık",34661,5
339,Mehmet,Kılıç,Yemek,"Kafein Kültürü, Geleneksel Mutfaklar, Fransız Mutfağı",32201,1
340,Elif,Kaya,Yemek,"Izgara Yemekler, Geleneksel Mutfaklar, Moleküler Gastronomi",25124,1
341,Seda,Öztürk,Sağlık,"Bitkisel Tedaviler, Psikoloji, Diyet",27267,1
342,Emre,Çelik,Spor,"Futbol, Yamaç Paraşütü, Tenis",34560,1
343,Yusuf,Kılıç,Teknoloji,"İnternet of Things (IoT), Veri Bilimi ve Analitik, Mobil Uygulama Geliştirme",27901,3
344,Mehmet,Karaduman,Hukuk,"Çevre Hukuku ve Enerji Hukuku, Uluslararası Hukuk ve Diplomasi, Ticaret ve Şirket Hukuku",23707,3
345,Emre,Karaduman,Sanat,"Tiyatro ve Drama, Dans ve Performans Sanatları, Moda Tasarımı",37846,4
346,Veli,Demir,Müzik,"Metal Müzik, Elektronik Müzik, Rock Müzik",37293,2
347,Yusuf,Aydın,Sanat,"Dans ve Performans Sanatları, Tiyatro ve Drama, Grafik Tasarım",31830,3
348,Emre,Yıldız,Edebiyat,"Bilim Kurgu, Drama, Deneme",37338,1
349,Fatma,Şahin,Edebiyat,"Tarih, Biyografi, Tiyatro",20500,3
350,Ayşe,Kılıç,Hukuk,"Uluslararası Hukuk ve Diplomasi, Anayasa Hukuku ve İnsan Hakları, Ceza Hukuku ve Adli Yargı",38840,1
351,Ayşe,Karaduman,Teknoloji,"İnternet of Things (IoT), Yapay Zeka ve Makine Öğrenimi, Mobil Uygulama Geliştirme",23736,1
352,Ahmet,Kaya,Sanat,"Moda Tasarımı, Film Yapımı ve Sinematografi, Dans ve Performans Sanatları",30738,4
353,Seda,Yılmaz,Sağlık,"Psikoloji, Meditasyon, Diyet",26159,3
354,Mehmet,Karaduman,Spor,"Bisiklet, Yamaç Paraşütü, Yüzme",35744,4
355,Mehmet,Demir,Sağlık,"Psikoloji, Yoga, Bitkisel Tedaviler",34980,3
356,Seda,Çelik,Hukuk,"İş Hukuku ve İşçi Hakları, Çevre Hukuku ve Enerji Hukuku, Ceza Hukuku ve Adli Yargı",39473,4
357,Seda,Kılıç,Hukuk,"İdare Hukuku ve Vergilendirme, İş Hukuku ve İşçi Hakları, Uluslararası Hukuk ve Diplomasi",31865,2
358,Seda,Yılmaz,Hukuk,"Ceza Hukuku ve Adli Yargı, Çevre Hukuku ve Enerji Hukuku, Gayrimenkul ve Emlak Hukuku",22504,2
359,Seda,Çelik,Hukuk,"Fikri Mülkiyet Hukuku, Çevre Hukuku ve Enerji Hukuku, Gayrimenkul ve Emlak Hukuku",24990,4
360,Elif,Yılmaz,Hukuk,"Medeni Hukuk ve Aile Hukuku, Anayasa Hukuku ve İnsan Hakları, Ticaret ve Şirket Hukuku",35878,1
361,Ayşe,Yıldız,Hukuk,"Çevre Hukuku ve Enerji Hukuku, Medeni Hukuk ve Aile Hukuku, Fikri Mülkiyet Hukuku",24478,3
362,Ali,Kaya,Mimar,"Restorasyon, Peyzaj Tasarımı, İç Mekan Tasarımı",31248,1
363,Fatma,Yılmaz,Sağlık,"Bitkisel Tedaviler, Yoga, Meditasyon",33929,1
364,Fatma,Çelik,Sanat,"Moda Tasarımı, Dans ve Performans Sanatları, Fotoğrafçılık",33477,2
365,Emre,Çelik,Müzik,"Halk Müziği, Pop Müzik, Rock Müzik",36664,5
366,Mehmet,Yılmaz,Spor,"Yüzme, Yoga, Bisiklet",36181,2
367,Elif,Yıldız,Yemek,"Tatlı, Vejetaryen Mutfak, Deniz Ürünleri",29368,2
368,Fatma,Demir,Sanat,"Moda Tasarımı, Resim ve Çizim, Fotoğrafçılık",34021,2
369,Mehmet,Karaduman,Spor,"Tenis, Voleybol, Pilates",29314,1
370,Ali,Kılıç,Sağlık,"Psikoloji, Meditasyon, Diyet",35518,2
371,Yusuf,Yıldız,Mimar,"Peyzaj Tasarımı, İç Mekan Tasarımı, Mimari Teori ve Eleştiri",38874,3
372,Yusuf,Yıldız,Teknoloji,"Mobil Uygulama Geliştirme, Yazılım Geliştirme, Web Geliştirme",38717,2
373,Yusuf,Kaya,Edebiyat,"Makale, Deneme, Tarih",28315,1
374,Elif,Yılmaz,Yemek,"İtalyan Mutfağı, Geleneksel Mutfaklar, Vejetaryen Mutfak",35642,1
375,Veli,Kaya,Edebiyat,"Bilim Kurgu, Makale, Şiir",21082,1
376,Ayşe,Kılıç,Yemek,"İtalyan Mutfağı, Deniz Ürünleri, Izgara Yemekler",20853,3
377,Ali,Şahin,Yemek,"Izgara Yemekler, Deniz Ürünleri, Fransız Mutfağı",24248,5
378,Ali,Aydın,Teknoloji,"Yapay Zeka ve Makine Öğrenimi, Yazılım Geliştirme, Oyun Geliştirme",39273,5
379,Veli,Yılmaz,Sağlık,"Bitkisel Tedaviler, Meditasyon, Diyet",38749,1
380,Seda,Kılıç,Spor,"Voleybol, Yamaç Paraşütü, Yüzme",38818,3
381,Emre,Yılmaz,Edebiyat,"Felsefe, Çocuk Edebiyatı, Makale",22722,3
382,Ayşe,Aydın,Sağlık,"Meditasyon, Yoga, Psikoloji",22372,5
383,Ahmet,Yılmaz,Sağlık,"Meditasyon, Yoga, Bitkisel Tedaviler",26369,1
384,Veli,Aydın,Spor,"Pilates, Yamaç Paraşütü, Bisiklet",39146,5
385,Seda,Öztürk,Teknoloji,"İnternet of Things (IoT), Bulut Bilişim ve Büyük Veri, Veri Bilimi ve Analitik",23841,4
386,Ayşe,Yılmaz,Yemek,"Geleneksel Mutfaklar, Izgara Yemekler, Kafein Kültürü",24639,2
387,Mehmet,Aydın,Teknoloji,"Mobil Uygulama Geliştirme, Veri Bilimi ve Analitik, Yazılım Geliştirme",27829,3
388,Ayşe,Aydın,Yemek,"Tatlı, Vejetaryen Mutfak, Kafein Kültürü",21414,1
389,Ali,Demir,Spor,"Basketbol, Voleybol, Futbol",29503,4
390,Yusuf,Şahin,Spor,"Pilates, Yamaç Paraşütü, Basketbol",27652,1
391,Veli,Kaya,Yemek,"Kafein Kültürü, Tatlı, Izgara Yemekler",26453,4
392,Emre,Öztürk,Mimar,"İç Mekan Tasarımı, Mimari Teori ve Eleştiri, Peyzaj Tasarımı",37712,5
393,Ayşe,Çelik,Hukuk,"İdare Hukuku ve Vergilendirme, Fikri Mülkiyet Hukuku, İş Hukuku ve İşçi Hakları",23772,4
394,Emre,Kılıç,Teknoloji,"Veri Bilimi ve Analitik, Yazılım Geliştirme, İnternet of Things (IoT)",37187,2
395,Mehmet,Kılıç,Müzik,"Elektronik Müzik, Halk Müziği, Metal Müzik",30001,3
396,Yusuf,Kaya,Spor,"Yoga, Basketbol, Yüzme",24338,2
397,Emre,Öztürk,Mimar,"Mimari Teori ve Eleştiri, İç Mekan Tasarımı, Restorasyon",35451,3
398,Fatma,Yıldız,Edebiyat,"Şiir, Roman Yazımı, Bilim Kurgu",21170,4
399,Emre,Çelik,Müzik,"Metal Müzik, Halk Müziği, Pop Müzik",32900,1
400,Yusuf,Şahin,Spor,"Tenis, Voleybol, Fitness",32006,1
401,Elif,Demir,Spor,"Yüzme, Tenis, Bisiklet",37349,2
402,Ahmet,Yıldız,Yemek,"İtalyan Mutfağı, Moleküler Gastronomi, Geleneksel Mutfaklar",26444,3
403,Elif,Karaduman,Edebiyat,"Şiir, Bilim Kurgu, Tiyatro",38698,3
404,Fatma,Aydın,Müzik,"Rap, Elektronik Müzik, Jazz Müzik",38264,5
405,Ali,Kılıç,Müzik,"Metal Müzik, Pop Müzik, Rap",28287,3
406,Seda,Öztürk,Mimar,"Yeşil Bina ve Sürdürülebilirlik, Restorasyon, Peyzaj Tasarımı",31248,4
407,Ahmet,Kılıç,Teknoloji,"Mobil Uygulama Geliştirme, Web Geliştirme, Otomasyon ve Robotik",29228,2
408,Mehmet,Kılıç,Müzik,"Rock Müzik, Klasik Müzik, Pop Müzik",28868,3
409,Mehmet,Karaduman,Sağlık,"Meditasyon, Yoga, Diyet",34659,2
410,Yusuf,Öztürk,Edebiyat,"Felsefe, Şiir, Bilim Kurgu",23020,5
411,Seda,Demir,Mimar,"Restorasyon, Yeşil Bina ve Sürdürülebilirlik, Ofis Yapıları",31898,5
412,Fatma,Aydın,Teknoloji,"Otomasyon ve Robotik, Veri Bilimi ve Analitik, Web Geliştirme",28998,1
413,Veli,Karaduman,Sağlık,"Bitkisel Tedaviler, Meditasyon, Psikoloji",26379,5
414,Emre,Şahin,Sanat,"Moda Tasarımı, Resim ve Çizim, Tiyatro ve Drama",36284,3
415,Fatma,Şahin,Sağlık,"Psikoloji, Bitkisel Tedaviler, Diyet",33601,5
416,Mehmet,Yıldız,Edebiyat,"Deneme, Fantastik Kurgu, Şiir",28329,2
417,Ayşe,Şahin,Mimar,"Mimari Teori ve Eleştiri, Endüstriyel Tasarım, Yapı Teknolojileri ve Malzemeler",28894,1
418,Veli,Karaduman,Sanat,"Fotoğrafçılık, Resim ve Çizim, Tiyatro ve Drama",24556,1
419,Veli,Yılmaz,Sağlık,"Meditasyon, Bitkisel Tedaviler, Psikoloji",28426,3
420,Emre,Şahin,Yemek,"Tatlı, Vejetaryen Mutfak, İtalyan Mutfağı",27410,1
421,Veli,Yılmaz,Hukuk,"Uluslararası Hukuk ve Diplomasi, Ceza Hukuku ve Adli Yargı, İdare Hukuku ve Vergilendirme",28107,5
422,Yusuf,Yıldız,Yemek,"Moleküler Gastronomi, Izgara Yemekler, Tatlı",23731,5
423,Ali,Yıldız,Spor,"Yoga, Voleybol, Futbol",25607,2
424,Fatma,Karaduman,Edebiyat,"Biyografi, Makale, Deneme",21642,2
425,Yusuf,Kaya,Sanat,"Tiyatro ve Drama, Dans ve Performans Sanatları, Film Yapımı ve Sinematografi",23350,5
426,Fatma,Aydın,Sağlık,"Meditasyon, Diyet, Bitkisel Tedaviler",35790,1
427,Ayşe,Çelik,Müzik,"Elektronik Müzik, Klasik Müzik, Rock Müzik",24912,2
428,Mehmet,Kılıç,Edebiyat,"Felsefe, Tarih, Drama",36172,2
429,Seda,Öztürk,Sanat,"Tiyatro ve Drama, Film Yapımı ve Sinematografi, Moda Tasarımı",31632,5
430,Yusuf,Öztürk,Hukuk,"Gayrimenkul ve Emlak Hukuku, Fikri Mülkiyet Hukuku, Anayasa Hukuku ve İnsan Hakları",34764,2
431,Elif,Aydın,Edebiyat,"Drama, Tarih, Fantastik Kurgu",24941,1
432,Ali,Yılmaz,Teknoloji,"Yazılım Geliştirme, Siber Güvenlik, Web Geliştirme",38084,4
433,Ali,Şahin,Spor,"Yüzme, Tenis, Futbol",25627,4
434,Fatma,Demir,Sağlık,"Psikoloji, Yoga, Diyet",24806,3
435,Fatma,Kaya,Edebiyat,"Şiir, Makale, Tarih",37378,1
436,Ahmet,Şahin,Sağlık,"Diyet, Meditasyon, Psikoloji",31488,4
437,Mehmet,Şahin,Sağlık,"Diyet, Psikoloji, Meditasyon",21439,4
438,Ayşe,Yıldız,Edebiyat,"Felsefe, Tiyatro, Biyografi",22039,3
439,Veli,Demir,Sanat,"Grafik Tasarım, Dans ve Performans Sanatları, Moda Tasarımı",24755,4
440,Yusuf,Yılmaz,Hukuk,"Ticaret ve Şirket Hukuku, Medeni Hukuk ve Aile Hukuku, Gayrimenkul ve Emlak Hukuku",35376,3
441,Veli,Yıldız,Sağlık,"Meditasyon, Yoga, Bitkisel Tedaviler",30813,2
442,Fatma,Şahin,Yemek,"Tatlı, Moleküler Gastronomi, Kafein Kültürü",20333,2
443,Ali,Aydın,Müzik,"Rap, Metal Müzik, Rock Müzik",25728,2
444,Fatma,Karaduman,Mimar,"Mimari Teori ve Eleştiri, İç Mekan Tasarımı, Ofis Yapıları",36162,1
445,Veli,Şahin,Teknoloji,"Yapay Zeka ve Makine Öğrenimi, Web Geliştirme, Siber Güvenlik",39744,5
446,Fatma,Demir,Spor,"Fitness, Pilates, Yoga",30307,5
447,Yusuf,Yılmaz,Spor,"Yoga, Bisiklet, Tenis",38000,2
448,Yusuf,Karaduman,Sağlık,"Diyet, Meditasyon, Yoga",34324,1
449,Yusuf,Demir,Mimar,"İç Mekan Tasarımı, Parklar, Mimari Teori ve Eleştiri",31020,2
450,Ali,Öztürk,Mimar,"Restorasyon, Peyzaj Tasarımı, Mimari Teori ve Eleştiri",22883,5
451,Seda,Yılmaz,Sanat,"Fotoğrafçılık, Grafik Tasarım, Film Yapımı ve Sinematografi",27733,2
452,Ayşe,Şahin,Sağlık,"Psikoloji, Yoga, Meditasyon",33631,4
453,Ahmet,Yılmaz,Edebiyat,"Tarih, Drama, Makale",24598,4
454,Ahmet,Şahin,Spor,"Bisiklet, Pilates, Yamaç Paraşütü",27091,4
455,Ali,Kılıç,Teknoloji,"Web Geliştirme, Mobil Uygulama Geliştirme, İnternet of Things (IoT)",21823,5
456,Veli,Çelik,Sanat,"Resim ve Çizim, Film Yapımı ve Sinematografi, Dans ve Performans Sanatları",30591,5
457,Elif,Kılıç,Müzik,"Rock Müzik, Metal Müzik, Pop Müzik",36164,1
458,Ahmet,Çelik,Sağlık,"Yoga, Psikoloji, Bitkisel Tedaviler",30677,4
459,Yusuf,Karaduman,Müzik,"Pop Müzik, Elektronik Müzik, Halk Müziği",26894,2
460,Seda,Çelik,Mimar,"Parklar, Mimari Teori ve Eleştiri, Ofis Yapıları",32331,2
461,Ali,Aydın,Sağlık,"Psikoloji, Meditasyon, Diyet",32127,3
462,Mehmet,Karaduman,Sanat,"Film Yapımı ve Sinematografi, Tiyatro ve Drama, Resim ve Çizim",22379,5
463,Emre,Yıldız,Sanat,"Film Yapımı ve Sinematografi, Dans ve Performans Sanatları, Fotoğrafçılık",38857,4
464,Elif,Yıldız,Edebiyat,"Makale, Şiir, Çocuk Edebiyatı",33415,4
465,Ahmet,Yılmaz,Edebiyat,"Makale, Bilim Kurgu, Tarih",39040,2
466,Yusuf,Çelik,Spor,"Pilates, Bisiklet, Tenis",25511,5
467,Mehmet,Aydın,Müzik,"Metal Müzik, Jazz Müzik, Klasik Müzik",27075,1
468,Ahmet,Kılıç,Mimar,"Mimari Teori ve Eleştiri, Ofis Yapıları, Peyzaj Tasarımı",20304,5
469,Elif,Öztürk,Hukuk,"İdare Hukuku ve Vergilendirme, Ceza Hukuku ve Adli Yargı, İş Hukuku ve İşçi Hakları",24728,4
470,Elif,Demir,Spor,"Pilates, Yoga, Bisiklet",33955,3
471,Ayşe,Kılıç,Mimar,"Mimari Teori ve Eleştiri, Yapı Teknolojileri ve Malzemeler, Peyzaj Tasarımı",26581,2
472,Ali,Kılıç,Spor,"Voleybol, Futbol, Basketbol",36346,3
473,Ali,Karaduman,Teknoloji,"Web Geliştirme, Bulut Bilişim ve Büyük Veri, Otomasyon ve Robotik",31650,3
474,Ahmet,Öztürk,Hukuk,"Ceza Hukuku ve Adli Yargı, Çevre Hukuku ve Enerji Hukuku, İş Hukuku ve İşçi Hakları",25997,2
475,Emre,Yılmaz,Hukuk,"Gayrimenkul ve Emlak Hukuku, Çevre Hukuku ve Enerji Hukuku, Ticaret ve Şirket Hukuku",34890,5
476,Veli,Kılıç,Spor,"Yüzme, Pilates, Tenis",25846,1
477,Ahmet,Öztürk,Müzik,"Klasik Müzik, Rap, Jazz Müzik",20893,2
478,Emre,Kaya,Edebiyat,"Tarih, Makale, Felsefe",36009,4
479,Ali,Kaya,Sanat,"Fotoğrafçılık, Dans ve Performans Sanatları, Film Yapımı ve Sinematografi",20947,4
480,Yusuf,Aydın,Hukuk,"Çevre Hukuku ve Enerji Hukuku, Medeni Hukuk ve Aile Hukuku, Uluslararası Hukuk ve Diplomasi",23654,2
481,Elif,Kılıç,Hukuk,"Çevre Hukuku ve Enerji Hukuku, İş Hukuku ve İşçi Hakları, Ticaret ve Şirket Hukuku",39560,5
482,Ali,Demir,Sağlık,"Meditasyon, Psikoloji, Diyet",37160,5
483,Mehmet,Karaduman,Spor,"Pilates, Voleybol, Fitness",27571,4
484,Ali,Yıldız,Yemek,"Tatlı, Kafein Kültürü, Geleneksel Mutfaklar",28684,1
485,Fatma,Demir,Teknoloji,"Oyun Geliştirme, Web Geliştirme, Veri Bilimi ve Analitik",24071,2
486,Ayşe,Yıldız,Teknoloji,"Mobil Uygulama Geliştirme, Otomasyon ve Robotik, Yazılım Geliştirme",25210,1
487,Veli,Şahin,Mimar,"Ulaşım ve Altyapı Tasarımı, Yeşil Bina ve Sürdürülebilirlik, Mimari Teori ve Eleştiri",31153,4
488,Elif,Yılmaz,Sağlık,"Diyet, Bitkisel Tedaviler, Yoga",37811,4
489,Fatma,Çelik,Hukuk,"İş Hukuku ve İşçi Hakları, Medeni Hukuk ve Aile Hukuku, Ceza Hukuku ve Adli Yargı",22006,4
490,Emre,Yıldız,Sanat,"Dans ve Performans Sanatları, Moda Tasarımı, Grafik Tasarım",31251,2
491,Ayşe,Yılmaz,Teknoloji,"Otomasyon ve Robotik, Bulut Bilişim ve Büyük Veri, Mobil Uygulama Geliştirme",31656,1
