ID,Name,Surname,Category,Interests
20258,Yusuf,Öztürk,Edebiyat,"Biyografi, Deneme, Tarih"
20259,Emre,Öztürk,Hukuk,"Ceza Hukuku ve Adli Yargı, İdare Hukuku ve Vergilendirme, İş Hukuku ve İşçi Hakları"
20260,Elif,Şahin,Spor,"Fitness, Tenis, Yoga"
20261,Yusuf,Karaduman,Teknoloji,"Oyun Geliştirme, Yapay Zeka ve Makine Öğrenimi, Mobil Uygulama Geliştirme"
20262,Mehmet,Öztürk,Yemek,"Geleneksel Mutfaklar, Tatlı, Fransız Mutfağı"
20263,Emre,Çelik,Sanat,"Fotoğrafçılık, Resim ve Çizim, Grafik Tasarım"
20264,Fatma,Çelik,Teknoloji,"Otomasyon ve Robotik, Veri Bilimi ve Analitik, İnternet of Things (IoT)"
20265,Ahmet,Aydın,Edebiyat,"Şiir, Makale, Drama"
20266,Seda,Kılıç,Edebiyat,"Bilim Kurgu, Felsefe, Şiir"
20267,Emre,Kaya,Mimar,"Parklar, Yapı Teknolojileri ve Malzemeler, Endüstriyel Tasarım"
20268,Ali,Çelik,Spor,"Voleybol, Bisiklet, Yamaç Paraşütü"
20269,Ali,Demir,Teknoloji,"Oyun Geliştirme, Web Geliştirme, Otomasyon ve Robotik"
20270,Seda,Kılıç,Spor,"Futbol, Bisiklet, Yüzme"
20271,Ayşe,Kaya,Sanat,"Fotoğrafçılık, Resim ve Çizim, Film Yapımı ve Sinematografi"
20272,Mehmet,Öztürk,Hukuk,"Uluslararası Hukuk ve Diplomasi, Fikri Mülkiyet Hukuku, Ceza Hukuku ve Adli Yargı"
20273,Ayşe,Çelik,Edebiyat,"Biyografi, Şiir, Drama"
20274,Fatma,Yıldız,Hukuk,"İş Hukuku ve İşçi Hakları, Medeni Hukuk ve Aile Hukuku, Ceza Hukuku ve Adli Yargı"
20275,Ahmet,Şahin,Mimar,"Peyzaj Tasarımı, Restorasyon, Yapı Teknolojileri ve Malzemeler"
20276,Seda,Karaduman,Edebiyat,"Tiyatro, Çocuk Edebiyatı, Roman Yazımı"
20277,Fatma,Aydın,Teknoloji,"İnternet of Things (IoT), Veri Bilimi ve Analitik, Yapay Zeka ve Makine Öğrenimi"
20278,Ali,Kılıç,Spor,"Fitness, Bisiklet, Yamaç Paraşütü"
20279,Elif,Kılıç,Hukuk,"Anayasa Hukuku ve İnsan Hakları, Çevre Hukuku ve Enerji Hukuku, İş Hukuku ve İşçi Hakları"
20280,Fatma,Aydın,Yemek,"Izgara Yemekler, Moleküler Gastronomi, İtalyan Mutfağı"
20281,Veli,Karaduman,Spor,"Futbol, Yamaç Paraşütü, Pilates"
20282,Emre,Yıldız,Edebiyat,"Biyografi, Şiir, Tarih"
20283,Yusuf,Şahin,Edebiyat,"Biyografi, Tarih, Makale"
20284,Veli,Yıldız,Hukuk,"Medeni Hukuk ve Aile Hukuku, Çevre Hukuku ve Enerji Hukuku, İdare Hukuku ve Vergilendirme"
20285,Ahmet,Yıldız,Sağlık,"Meditasyon, Diyet, Bitkisel Tedaviler"
20286,Ahmet,Demir,Müzik,"Pop Müzik, Rap, Klasik Müzik"
20287,Mehmet,Kaya,Sanat,"Grafik Tasarım, Tiyatro ve Drama, Film Yapımı ve Sinematografi"
20288,Yusuf,Yıldız,Yemek,"Geleneksel Mutfaklar, Moleküler Gastronomi, Izgara Yemekler"
20289,Seda,Kılıç,Spor,"Yamaç Paraşütü, Tenis, Pilates"
20290,Seda,Öztürk,Müzik,"Rap, Klasik Müzik, Pop Müzik"
20291,Yusuf,Kılıç,Hukuk,"Ticaret ve Şirket Hukuku, Gayrimenkul ve Emlak Hukuku, Fikri Mülkiyet Hukuku"
20292,Yusuf,Kılıç,Mimar,"Mimari Teori ve Eleştiri, Ofis Yapıları, Peyzaj Tasarımı"
20293,Ayşe,Öztürk,Mimar,"Endüstriyel Tasarım, Peyzaj Tasarımı, Ofis Yapıları"
20294,Ahmet,Çelik,Müzik,"Elektronik Müzik, Jazz Müzik, Rock Müzik"
20295,Mehmet,Kaya,Spor,"Fitness, Yoga, Yüzme"
20296,Elif,Yılmaz,Mimar,"Yeşil Bina ve Sürdürülebilirlik, Mimari Teori ve Eleştiri, Endüstriyel Tasarım"
20297,Mehmet,Yılmaz,Yemek,"Moleküler Gastronomi, İtalyan Mutfağı, Tatlı"
20298,Ahmet,Yıldız,Edebiyat,"Çocuk Edebiyatı, Fantastik Kurgu, Deneme"
20299,Fatma,Öztürk,Edebiyat,"Bilim Kurgu, Roman Yazımı, Felsefe"
20300,Veli,Yılmaz,Sağlık,"Bitkisel Tedaviler, Psikoloji, Meditasyon"
20301,Elif,Yılmaz,Müzik,"Jazz Müzik, Rap, Klasik Müzik"
20302,Veli,Karaduman,Sağlık,"Psikoloji, Diyet, Meditasyon"
20303,Ali,Yılmaz,Sanat,"Tiyatro ve Drama, Grafik Tasarım, Resim ve Çizim"
20304,Seda,Öztürk,Mimar,"Yeşil Bina ve Sürdürülebilirlik, Yapı Teknolojileri ve Malzemeler, Parklar"
20305,Yusuf,Karaduman,Yemek,"Kafein Kültürü, Izgara Yemekler, Fransız Mutfağı"
20306,Ali,Öztürk,Hukuk,"Fikri Mülkiyet Hukuku, İdare Hukuku ve Vergilendirme, Ceza Hukuku ve Adli Yargı"
20307,Ahmet,Demir,Spor,"Voleybol, Basketbol, Bisiklet"
20308,Yusuf,Karaduman,Yemek,"Geleneksel Mutfaklar, Fransız Mutfağı, Deniz Ürünleri"
20309,Veli,Çelik,Teknoloji,"Yazılım Geliştirme, İnternet of Things (IoT), Siber Güvenlik"
20310,Yusuf,Kılıç,Müzik,"Rock Müzik, Jazz Müzik, Pop Müzik"
20311,Veli,Öztürk,Müzik,"Rock Müzik, Pop Müzik, Jazz Müzik"
20312,Seda,Karaduman,Spor,"Voleybol, Yoga, Fitness"
20313,Fatma,Yılmaz,Sanat,"Grafik Tasarım, Film Yapımı ve Sinematografi, Tiyatro ve Drama"
20314,Ayşe,Aydın,Spor,"Yamaç Paraşütü, Bisiklet, Basketbol"
20315,Ali,Yılmaz,Sağlık,"Yoga, Bitkisel Tedaviler, Psikoloji"
20316,Ayşe,Yılmaz,Teknoloji,"Yapay Zeka ve Makine Öğrenimi, Yazılım Geliştirme, Web Geliştirme"
20317,Ahmet,Yıldız,Müzik,"Metal Müzik, Elektronik Müzik, Klasik Müzik"
20318,Seda,Yılmaz,Hukuk,"Gayrimenkul ve Emlak Hukuku, Fikri Mülkiyet Hukuku, İdare Hukuku ve Vergilendirme"
20319,Ahmet,Aydın,Spor,"Voleybol, Yoga, Yamaç Paraşütü"
20320,Yusuf,Karaduman,Mimar,"Yapı Teknolojileri ve Malzemeler, Ulaşım ve Altyapı Tasarımı, Mimari Teori ve Eleştiri"
20321,Ali,Kaya,Hukuk,"Medeni Hukuk ve Aile Hukuku, Anayasa Hukuku ve İnsan Hakları, Çevre Hukuku ve Enerji Hukuku"
20322,Veli,Çelik,Sanat,"Tiyatro ve Drama, Film Yapımı ve Sinematografi, Fotoğrafçılık"
20323,Elif,Yılmaz,Yemek,"Kafein Kültürü, Fransız Mutfağı, Geleneksel Mutfaklar"
20324,Emre,Kaya,Müzik,"Rap, Jazz Müzik, Klasik Müzik"
20325,Mehmet,Öztürk,Spor,"Yoga, Basketbol, Yamaç Paraşütü"
20326,Ali,Şahin,Sanat,"Moda Tasarımı, Film Yapımı ve Sinematografi, Tiyatro ve Drama"
20327,Ali,Öztürk,Teknoloji,"İnternet of Things (IoT), Mobil Uygulama Geliştirme, Yapay Zeka ve Makine Öğrenimi"
20328,Veli,Şahin,Spor,"Futbol, Pilates, Voleybol"
20329,Veli,Demir,Sanat,"Tiyatro ve Drama, Film Yapımı ve Sinematografi, Resim ve Çizim"
20330,Ali,Aydın,Yemek,"İtalyan Mutfağı, Izgara Yemekler, Kafein Kültürü"
20331,Ayşe,Şahin,Müzik,"Halk Müziği, Metal Müzik, Rock Müzik"
20332,Seda,Kaya,Yemek,"Tatlı, Fransız Mutfağı, İtalyan Mutfağı"
20333,Emre,Kılıç,Yemek,"Vejetaryen Mutfak, Deniz Ürünleri, İtalyan Mutfağı"
20334,Ahmet,Aydın,Spor,"Pilates, Tenis, Futbol"
20335,Mehmet,Kılıç,Sanat,"Grafik Tasarım, Film Yapımı ve Sinematografi, Tiyatro ve Drama"
20336,Ahmet,Yılmaz,Hukuk,"Gayrimenkul ve Emlak Hukuku, İş Hukuku ve İşçi Hakları, Uluslararası Hukuk ve Diplomasi"
20337,Ahmet,Öztürk,Edebiyat,"Tarih, Çocuk Edebiyatı, Felsefe"
20338,Seda,Kaya,Sanat,"Resim ve Çizim, Dans ve Performans Sanatları, Tiyatro ve Drama"
20339,Fatma,Yılmaz,Mimar,"Yapı Teknolojileri ve Malzemeler, İç Mekan Tasarımı, Endüstriyel Tasarım"
20340,Ali,Çelik,Yemek,"Vejetaryen Mutfak, Tatlı, Geleneksel Mutfaklar"
20341,Yusuf,Demir,Spor,"Tenis, Fitness, Yüzme"
20342,Ayşe,Aydın,Sanat,"Fotoğrafçılık, Tiyatro ve Drama, Moda Tasarımı"
20343,Ahmet,Kaya,Sağlık,"Psikoloji, Meditasyon, Bitkisel Tedaviler"
20344,Elif,Yıldız,Müzik,"Rock Müzik, Halk Müziği, Klasik Müzik"
20345,Elif,Karaduman,Edebiyat,"Felsefe, Bilim Kurgu, Tiyatro"
20346,Ali,Çelik,Yemek,"Kafein Kültürü, İtalyan Mutfağı, Izgara Yemekler"
20347,Elif,Aydın,Sanat,"Tiyatro ve Drama, Resim ve Çizim, Moda Tasarımı"
20348,Ayşe,Kılıç,Müzik,"Elektronik Müzik, Rock Müzik, Metal Müzik"
20349,Elif,Yılmaz,Edebiyat,"Fantastik Kurgu, Roman Yazımı, Deneme"
20350,Yusuf,Kılıç,Spor,"Basketbol, Futbol, Yoga"
20351,Seda,Çelik,Teknoloji,"Yapay Zeka ve Makine Öğrenimi, Otomasyon ve Robotik, Siber Güvenlik"
20352,Ali,Öztürk,Hukuk,"İdare Hukuku ve Vergilendirme, Çevre Hukuku ve Enerji Hukuku, Ticaret ve Şirket Hukuku"
20353,Ayşe,Yıldız,Mimar,"Restorasyon, Endüstriyel Tasarım, Yeşil Bina ve Sürdürülebilirlik"
20354,Elif,Çelik,Hukuk,"Çevre Hukuku ve Enerji Hukuku, Medeni Hukuk ve Aile Hukuku, İdare Hukuku ve Vergilendirme"
20355,Veli,Aydın,Sağlık,"Psikoloji, Diyet, Meditasyon"
20356,Mehmet,Çelik,Sanat,"Fotoğrafçılık, Tiyatro ve Drama, Dans ve Performans Sanatları"
20357,Seda,Aydın,Müzik,"Halk Müziği, Pop Müzik, Metal Müzik"
20358,Ali,Kaya,Mimar,"Ulaşım ve Altyapı Tasarımı, Yapı Teknolojileri ve Malzemeler, Mimari Teori ve Eleştiri"
20359,Veli,Kılıç,Sanat,"Moda Tasarımı, Grafik Tasarım, Fotoğrafçılık"
20360,Ahmet,Yıldız,Müzik,"Halk Müziği, Elektronik Müzik, Rock Müzik"
20361,Elif,Demir,Mimar,"Yapı Teknolojileri ve Malzemeler, Mimari Teori ve Eleştiri, Peyzaj Tasarımı"
20362,Yusuf,Öztürk,Hukuk,"Medeni Hukuk ve Aile Hukuku, İdare Hukuku ve Vergilendirme, Fikri Mülkiyet Hukuku"
20363,Elif,Kaya,Teknoloji,"Yapay Zeka ve Makine Öğrenimi, İnternet of Things (IoT), Yazılım Geliştirme"
20364,Elif,Demir,Teknoloji,"Yazılım Geliştirme, Siber Güvenlik, Web Geliştirme"
20365,Yusuf,Yıldız,Yemek,"Tatlı, Deniz Ürünleri, İtalyan Mutfağı"
20366,Fatma,Demir,Sağlık,"Psikoloji, Yoga, Bitkisel Tedaviler"
20367,Ayşe,Demir,Müzik,"Rock Müzik, Halk Müziği, Metal Müzik"
20368,Veli,Öztürk,Sağlık,"Bitkisel Tedaviler, Meditasyon, Yoga"
20369,Emre,Yıldız,Hukuk,"Çevre Hukuku ve Enerji Hukuku, İş Hukuku ve İşçi Hakları, Anayasa Hukuku ve İnsan Hakları"
20370,Ali,Kılıç,Teknoloji,"Bulut Bilişim ve Büyük Veri, Otomasyon ve Robotik, Yazılım Geliştirme"
20371,Elif,Karaduman,Mimar,"Mimari Teori ve Eleştiri, Yeşil Bina ve Sürdürülebilirlik, İç Mekan Tasarımı"
20372,Ayşe,Yılmaz,Teknoloji,"Siber Güvenlik, Yapay Zeka ve Makine Öğrenimi, Veri Bilimi ve Analitik"
20373,Ali,Kılıç,Sağlık,"Meditasyon, Diyet, Yoga"
20374,Fatma,Kılıç,Hukuk,"Medeni Hukuk ve Aile Hukuku, Çevre Hukuku ve Enerji Hukuku, Anayasa Hukuku ve İnsan Hakları"
20375,Fatma,Karaduman,Edebiyat,"Bilim Kurgu, Biyografi, Roman Yazımı"
20376,Yusuf,Öztürk,Sağlık,"Psikoloji, Yoga, Bitkisel Tedaviler"
20377,Fatma,Kılıç,Edebiyat,"Drama, Bilim Kurgu, Makale"
20378,Emre,Yıldız,Mimar,"Endüstriyel Tasarım, Peyzaj Tasarımı, Yeşil Bina ve Sürdürülebilirlik"
20379,Yusuf,Şahin,Spor,"Fitness, Bisiklet, Futbol"
20380,Veli,Aydın,Sanat,"Resim ve Çizim, Tiyatro ve Drama, Moda Tasarımı"
20381,Yusuf,Aydın,Sanat,"Tiyatro ve Drama, Moda Tasarımı, Film Yapımı ve Sinematografi"
20382,Ali,Kaya,Teknoloji,"Web Geliştirme, Siber Güvenlik, Oyun Geliştirme"
20383,Ali,Çelik,Sağlık,"Yoga, Diyet, Meditasyon"
20384,Elif,Kaya,Sanat,"Grafik Tasarım, Moda Tasarımı, Tiyatro ve Drama"
20385,Ayşe,Yıldız,Edebiyat,"Felsefe, Bilim Kurgu, Tarih"
20386,Ali,Kaya,Hukuk,"Anayasa Hukuku ve İnsan Hakları, Çevre Hukuku ve Enerji Hukuku, Medeni Hukuk ve Aile Hukuku"
20387,Emre,Yılmaz,Mimar,"Yapı Teknolojileri ve Malzemeler, Endüstriyel Tasarım, İç Mekan Tasarımı"
20388,Mehmet,Aydın,Müzik,"Elektronik Müzik, Pop Müzik, Rock Müzik"
20389,Yusuf,Kaya,Spor,"Bisiklet, Voleybol, Tenis"
20390,Mehmet,Öztürk,Hukuk,"Medeni Hukuk ve Aile Hukuku, İdare Hukuku ve Vergilendirme, İş Hukuku ve İşçi Hakları"
20391,Seda,Şahin,Mimar,"Peyzaj Tasarımı, Ulaşım ve Altyapı Tasarımı, Endüstriyel Tasarım"
20392,Elif,Demir,Müzik,"Elektronik Müzik, Pop Müzik, Jazz Müzik"
20393,Emre,Karaduman,Teknoloji,"Web Geliştirme, Yazılım Geliştirme, Siber Güvenlik"
20394,Mehmet,Öztürk,Sağlık,"Yoga, Bitkisel Tedaviler, Psikoloji"
20395,Elif,Kaya,Yemek,"Kafein Kültürü, Tatlı, Izgara Yemekler"
20396,Fatma,Yıldız,Edebiyat,"Makale, Şiir, Tarih"
20397,Ahmet,Aydın,Teknoloji,"Yazılım Geliştirme, Oyun Geliştirme, Otomasyon ve Robotik"
20398,Fatma,Öztürk,Hukuk,"İdare Hukuku ve Vergilendirme, Çevre Hukuku ve Enerji Hukuku, Fikri Mülkiyet Hukuku"
20399,Mehmet,Kılıç,Sağlık,"Bitkisel Tedaviler, Yoga, Diyet"
20400,Ahmet,Yılmaz,Hukuk,"İş Hukuku ve İşçi Hakları, Anayasa Hukuku ve İnsan Hakları, İdare Hukuku ve Vergilendirme"
20401,Ali,Kaya,Spor,"Futbol, Yoga, Yamaç Paraşütü"
20402,Yusuf,Şahin,Teknoloji,"Oyun Geliştirme, Web Geliştirme, Siber Güvenlik"
20403,Ahmet,Öztürk,Sanat,"Dans ve Performans Sanatları, Grafik Tasarım, Resim ve Çizim"
20404,Veli,Karaduman,Teknoloji,"Mobil Uygulama Geliştirme, Yazılım Geliştirme, Veri Bilimi ve Analitik"
20405,Ayşe,Demir,Teknoloji,"İnternet of Things (IoT), Mobil Uygulama Geliştirme, Web Geliştirme"
20406,Ali,Kılıç,Mimar,"Yapı Teknolojileri ve Malzemeler, Ulaşım ve Altyapı Tasarımı, Mimari Teori ve Eleştiri"
20407,Fatma,Kaya,Hukuk,"Çevre Hukuku ve Enerji Hukuku, İdare Hukuku ve Vergilendirme, Gayrimenkul ve Emlak Hukuku"
20408,Fatma,Şahin,Edebiyat,"Fantastik Kurgu, Makale, Drama"
20409,Emre,Yılmaz,Hukuk,"Ceza Hukuku ve Adli Yargı, Medeni Hukuk ve Aile Hukuku, Çevre Hukuku ve Enerji Hukuku"
20410,Mehmet,Karaduman,Spor,"Yoga, Bisiklet, Tenis"
20411,Mehmet,Aydın,Edebiyat,"Fantastik Kurgu, Tiyatro, Roman Yazımı"
20412,Elif,Yılmaz,Spor,"Bisiklet, Yamaç Paraşütü, Voleybol"
20413,Veli,Yıldız,Hukuk,"Ceza Hukuku ve Adli Yargı, Fikri Mülkiyet Hukuku, İş Hukuku ve İşçi Hakları"
20414,Mehmet,Çelik,Teknoloji,"Oyun Geliştirme, Veri Bilimi ve Analitik, Siber Güvenlik"
20415,Mehmet,Yılmaz,Sanat,"Tiyatro ve Drama, Film Yapımı ve Sinematografi, Grafik Tasarım"
20416,Seda,Şahin,Müzik,"Pop Müzik, Klasik Müzik, Jazz Müzik"
20417,Emre,Aydın,Spor,"Fitness, Pilates, Yüzme"
20418,Mehmet,Demir,Teknoloji,"Web Geliştirme, İnternet of Things (IoT), Veri Bilimi ve Analitik"
20419,Ahmet,Aydın,Mimar,"Parklar, Yapı Teknolojileri ve Malzemeler, Endüstriyel Tasarım"
20420,Ahmet,Yıldız,Sanat,"Film Yapımı ve Sinematografi, Dans ve Performans Sanatları, Resim ve Çizim"
20421,Seda,Karaduman,Sanat,"Dans ve Performans Sanatları, Film Yapımı ve Sinematografi, Moda Tasarımı"
20422,Seda,Yılmaz,Mimar,"İç Mekan Tasarımı, Ofis Yapıları, Restorasyon"
20423,Mehmet,Aydın,Yemek,"İtalyan Mutfağı, Tatlı, Kafein Kültürü"
20424,Ayşe,Karaduman,Sanat,"Film Yapımı ve Sinematografi, Dans ve Performans Sanatları, Grafik Tasarım"
20425,Ayşe,Demir,Sanat,"Film Yapımı ve Sinematografi, Fotoğrafçılık, Grafik Tasarım"
20426,Ayşe,Şahin,Sanat,"Fotoğrafçılık, Tiyatro ve Drama, Moda Tasarımı"
20427,Ahmet,Şahin,Müzik,"Rap, Metal Müzik, Elektronik Müzik"
20428,Mehmet,Aydın,Spor,"Futbol, Yamaç Paraşütü, Yoga"
20429,Mehmet,Kılıç,Sanat,"Fotoğrafçılık, Film Yapımı ve Sinematografi, Moda Tasarımı"
20430,Mehmet,Aydın,Hukuk,"Ceza Hukuku ve Adli Yargı, Anayasa Hukuku ve İnsan Hakları, Çevre Hukuku ve Enerji Hukuku"
20431,Elif,Şahin,Sanat,"Fotoğrafçılık, Tiyatro ve Drama, Grafik Tasarım"
20432,Ahmet,Şahin,Spor,"Bisiklet, Voleybol, Yoga"
20433,Yusuf,Karaduman,Spor,"Bisiklet, Pilates, Fitness"
20434,Ali,Yıldız,Edebiyat,"Deneme, Roman Yazımı, Tarih"
20435,Emre,Demir,Sanat,"Fotoğrafçılık, Grafik Tasarım, Resim ve Çizim"
20436,Ayşe,Aydın,Müzik,"Rap, Jazz Müzik, Metal Müzik"
20437,Ayşe,Kaya,Yemek,"Tatlı, Deniz Ürünleri, Izgara Yemekler"
20438,Seda,Aydın,Teknoloji,"Otomasyon ve Robotik, Web Geliştirme, Siber Güvenlik"
20439,Fatma,Çelik,Edebiyat,"Biyografi, Deneme, Felsefe"
20440,Mehmet,Şahin,Edebiyat,"Tarih, Makale, Roman Yazımı"
20441,Ahmet,Kılıç,Teknoloji,"Otomasyon ve Robotik, Bulut Bilişim ve Büyük Veri, Yazılım Geliştirme"
20442,Yusuf,Kılıç,Teknoloji,"Siber Güvenlik, Yazılım Geliştirme, Yapay Zeka ve Makine Öğrenimi"
20443,Ahmet,Kılıç,Sağlık,"Psikoloji, Meditasyon, Yoga"
20444,Seda,Demir,Müzik,"Rap, Halk Müziği, Rock Müzik"
20445,Seda,Kaya,Teknoloji,"Veri Bilimi ve Analitik, Otomasyon ve Robotik, Siber Güvenlik"
20446,Fatma,Kılıç,Yemek,"İtalyan Mutfağı, Geleneksel Mutfaklar, Vejetaryen Mutfak"
20447,Seda,Öztürk,Teknoloji,"Veri Bilimi ve Analitik, Oyun Geliştirme, Yazılım Geliştirme"
20448,Fatma,Yılmaz,Edebiyat,"Deneme, Tiyatro, Felsefe"
20449,Fatma,Aydın,Spor,"Fitness, Yoga, Voleybol"
20450,Seda,Çelik,Mimar,"Endüstriyel Tasarım, Yapı Teknolojileri ve Malzemeler, İç Mekan Tasarımı"
20451,Ahmet,Kaya,Müzik,"Metal Müzik, Klasik Müzik, Elektronik Müzik"
20452,Veli,Karaduman,Sağlık,"Bitkisel Tedaviler, Diyet, Meditasyon"
20453,Mehmet,Karaduman,Mimar,"Yapı Teknolojileri ve Malzemeler, Yeşil Bina ve Sürdürülebilirlik, Ulaşım ve Altyapı Tasarımı"
20454,Elif,Kaya,Müzik,"Rap, Rock Müzik, Klasik Müzik"
20455,Elif,Karaduman,Yemek,"Fransız Mutfağı, Tatlı, Geleneksel Mutfaklar"
20456,Ali,Yılmaz,Yemek,"İtalyan Mutfağı, Moleküler Gastronomi, Deniz Ürünleri"
20457,Veli,Kılıç,Müzik,"Klasik Müzik, Elektronik Müzik, Metal Müzik"
20458,Fatma,Aydın,Edebiyat,"Fantastik Kurgu, Tiyatro, Tarih"
20459,Fatma,Yıldız,Spor,"Fitness, Bisiklet, Tenis"
20460,Ahmet,Yılmaz,Yemek,"İtalyan Mutfağı, Fransız Mutfağı, Deniz Ürünleri"
20461,Elif,Çelik,Yemek,"Deniz Ürünleri, Vejetaryen Mutfak, Tatlı"
20462,Mehmet,Öztürk,Yemek,"Geleneksel Mutfaklar, Izgara Yemekler, Deniz Ürünleri"
20463,Seda,Kılıç,Yemek,"Izgara Yemekler, Kafein Kültürü, Geleneksel Mutfaklar"
20464,Veli,Şahin,Yemek,"Tatlı, Kafein Kültürü, İtalyan Mutfağı"
20465,Ahmet,Şahin,Müzik,"Metal Müzik, Jazz Müzik, Rock Müzik"
20466,Fatma,Yıldız,Sağlık,"Psikoloji, Yoga, Diyet"
20467,Yusuf,Kılıç,Hukuk,"Uluslararası Hukuk ve Diplomasi, Medeni Hukuk ve Aile Hukuku, Ceza Hukuku ve Adli Yargı"
20468,Seda,Öztürk,Yemek,"Moleküler Gastronomi, Izgara Yemekler, Vejetaryen Mutfak"
20469,Mehmet,Demir,Edebiyat,"Bilim Kurgu, Tarih, Şiir"
20470,Fatma,Aydın,Yemek,"Izgara Yemekler, Moleküler Gastronomi, Deniz Ürünleri"
20471,Ayşe,Kılıç,Sağlık,"Meditasyon, Psikoloji, Yoga"
20472,Ali,Aydın,Teknoloji,"Mobil Uygulama Geliştirme, İnternet of Things (IoT), Yazılım Geliştirme"
20473,Veli,Kılıç,Hukuk,"Ceza Hukuku ve Adli Yargı, İş Hukuku ve İşçi Hakları, Gayrimenkul ve Emlak Hukuku"
20474,Yusuf,Kaya,Edebiyat,"Çocuk Edebiyatı, Fantastik Kurgu, Roman Yazımı"
20475,Ayşe,Yıldız,Müzik,"Metal Müzik, Pop Müzik, Klasik Müzik"
20476,Mehmet,Çelik,Sağlık,"Diyet, Yoga, Bitkisel Tedaviler"
20477,Mehmet,Yıldız,Sağlık,"Yoga, Psikoloji, Diyet"
20478,Emre,Kılıç,Yemek,"İtalyan Mutfağı, Tatlı, Geleneksel Mutfaklar"
20479,Seda,Demir,Müzik,"Metal Müzik, Pop Müzik, Rock Müzik"
20480,Elif,Aydın,Hukuk,"Anayasa Hukuku ve İnsan Hakları, Uluslararası Hukuk ve Diplomasi, Ceza Hukuku ve Adli Yargı"
20481,Yusuf,Şahin,Mimar,"Yapı Teknolojileri ve Malzemeler, Yeşil Bina ve Sürdürülebilirlik, Mimari Teori ve Eleştiri"
20482,Mehmet,Şahin,Yemek,"Tatlı, İtalyan Mutfağı, Izgara Yemekler"
20483,Elif,Kaya,Mimar,"Ofis Yapıları, Ulaşım ve Altyapı Tasarımı, Mimari Teori ve Eleştiri"
20484,Ahmet,Kaya,Hukuk,"Çevre Hukuku ve Enerji Hukuku, Uluslararası Hukuk ve Diplomasi, Anayasa Hukuku ve İnsan Hakları"
20485,Elif,Aydın,Edebiyat,"Tiyatro, Roman Yazımı, Makale"
20486,Emre,Karaduman,Teknoloji,"Otomasyon ve Robotik, Web Geliştirme, Yapay Zeka ve Makine Öğrenimi"
20487,Elif,Şahin,Sağlık,"Yoga, Psikoloji, Diyet"
20488,Elif,Öztürk,Sağlık,"Yoga, Psikoloji, Meditasyon"
20489,Seda,Yıldız,Sanat,"Grafik Tasarım, Film Yapımı ve Sinematografi, Moda Tasarımı"
20490,Elif,Öztürk,Mimar,"Restorasyon, Parklar, Yeşil Bina ve Sürdürülebilirlik"
20491,Seda,Kılıç,Spor,"Basketbol, Yoga, Fitness"
20492,Veli,Şahin,Mimar,"Ofis Yapıları, Endüstriyel Tasarım, Parklar"
20493,Fatma,Yıldız,Teknoloji,"Mobil Uygulama Geliştirme, Otomasyon ve Robotik, Yapay Zeka ve Makine Öğrenimi"
20494,Ayşe,Karaduman,Yemek,"Moleküler Gastronomi, Fransız Mutfağı, Izgara Yemekler"
20495,Yusuf,Kaya,Teknoloji,"Veri Bilimi ve Analitik, Oyun Geliştirme, İnternet of Things (IoT)"
20496,Elif,Kaya,Teknoloji,"Siber Güvenlik, Mobil Uygulama Geliştirme, Oyun Geliştirme"
20497,Ali,Yıldız,Spor,"Yüzme, Voleybol, Yoga"
20498,Veli,Yıldız,Hukuk,"Çevre Hukuku ve Enerji Hukuku, Gayrimenkul ve Emlak Hukuku, Fikri Mülkiyet Hukuku"
20499,Elif,Karaduman,Sağlık,"Diyet, Bitkisel Tedaviler, Psikoloji"
20500,Emre,Çelik,Edebiyat,"Tarih, Bilim Kurgu, Çocuk Edebiyatı"
20501,Yusuf,Şahin,Hukuk,"Ticaret ve Şirket Hukuku, Gayrimenkul ve Emlak Hukuku, İdare Hukuku ve Vergilendirme"
20502,Seda,Kaya,Hukuk,"Ceza Hukuku ve Adli Yargı, İş Hukuku ve İşçi Hakları, Fikri Mülkiyet Hukuku"
20503,Mehmet,Yıldız,Spor,"Yamaç Paraşütü, Basketbol, Fitness"
20504,Elif,Aydın,Teknoloji,"Mobil Uygulama Geliştirme, Web Geliştirme, Bulut Bilişim ve Büyük Veri"
20505,Ali,Yılmaz,Hukuk,"Çevre Hukuku ve Enerji Hukuku, Ceza Hukuku ve Adli Yargı, Gayrimenkul ve Emlak Hukuku"
20506,Ahmet,Karaduman,Hukuk,"Gayrimenkul ve Emlak Hukuku, Ticaret ve Şirket Hukuku, İş Hukuku ve İşçi Hakları"
20507,Ayşe,Karaduman,Edebiyat,"Tarih, Deneme, Tiyatro"
20508,Ahmet,Aydın,Edebiyat,"Fantastik Kurgu, Bilim Kurgu, Deneme"
20509,Ahmet,Karaduman,Teknoloji,"Yapay Zeka ve Makine Öğrenimi, Bulut Bilişim ve Büyük Veri, Web Geliştirme"
20510,Ali,Öztürk,Hukuk,"Uluslararası Hukuk ve Diplomasi, Gayrimenkul ve Emlak Hukuku, İdare Hukuku ve Vergilendirme"
20511,Ali,Yılmaz,Sanat,"Resim ve Çizim, Tiyatro ve Drama, Film Yapımı ve Sinematografi"
20512,Mehmet,Yılmaz,Hukuk,"Ceza Hukuku ve Adli Yargı, Uluslararası Hukuk ve Diplomasi, Ticaret ve Şirket Hukuku"
